Course Names,descriptions,prereq,Column 4,Breadth requirements,distribution requirements
ECE499Y1 - Research Thesis,"The course consists of a research project conducted under the supervision of an ECE faculty member. Research projects must be arranged individually between the student and a supervising faculty member, subject to the approval of the Associate Chair, Undergraduate. The thesis should have a research focus. The student’s work must culminate in a final thesis document. The student is also required to submit a set of deliverables, including a proposal. The course may be undertaken only once, either in the Fall (F) or Winter (S) Session (0.5 weight), or as a full year (Y) course (1.0 weight).","Approval of Associate Chair, Undergraduate",,,
ECE516H1 - Intelligent Image Processing,"This course provides the student with the fundamental knowledge needed in the rapidly growing field of Personal Cybernetics, including ""Wearable Computing"", ""Personal Technologies"", ""Human Computer Interaction (HCI),"" ""Mobile Multimedia,"" ""Augmented Reality,"" ""Mediated Reality,"" CyborgLogging,"" and the merging of communications devices such as portable telephones with computational and imaging devices. The focus is on fundamental aspects and new inventions for human-computer interaction. Topics to be covered include: mediated reality, Personal Safety Devices, lifelong personal video capture, the Eye Tap principle, collinearity criterion, comparametric equations, photoquantigraphic imaging, lightvector spaces, anti-homomorphic imaging, application of personal imaging to the visual arts, and algebraic projective geometry.",,,,
ECE520H1 - Power Electronics,"Focuses on power electronic converters utilized in applications ranging from low-power mobile devices to higher power applications such as electric vehicles, server farms, microgrids, and renewable energy systems. Concepts covered include the principles of efficient electrical energy processing (dc-dc, dc/ac, and ac/ac) through switch-mode energy conversion, converter loss analysis, large- and small-signal modeling of power electronic circuits and controller design.",ECE314H1/ECE349H1/ECE359H1,,,
ECE525H1 - Lasers and Detectors,"This course focuses on photonic components which generate or absorb light. Lasers: spontaneous and stimulated emission, gain and absorption, gain broadening; modulation dynamics, mode-locking, Q-switching; semiconductor lasers. Photodetectors: absorption, photo-generated currents, noise in detection.|Not offered in 2015/16.","One of ECE330H1/ECE350H1 or PHY335H1/PHY355H1, and one of ECE318H1/ECE320H1/ECE357H1. ECE318H1 can also be taken as a co-requisite instead of a pre-requisite.",,,
ECE526H1 - Power System Protection and Automation,"Presents the concepts of short-circuit fault analysis, protective relaying, and automation in power systems. The course starts by discussing the causes and types of short-circuit faults using real-world examples. The consequences of faults for different power system components will be reviewed using event reports from field data. The method of symmetrical components for analyzing unbalanced three-phase systems will be introduced. Analytical methods and computer-based approaches for deriving fault voltages and currents will be discussed and the effect of system grounding during transient conditions, including faults, will be introduced. Students will also learn the concept of power system automation and its role in monitoring, protection. and control of modern power systems. Critical devices used in an automation system, such as breakers, relays, reclosers, capacitor bank controllers, and tap changer controllers will be presented.",ECE313H1/ECE314H1/ECE349H1,,,
ECE532H1 - Digital Systems Design,"Advanced digital systems design concepts including project planning, design flows, embedded processors, hardware/software interfacing and interactions, software drivers, embedded operating systems, memory interfaces, system-level timing analysis, clocking and clock domains. A significant design project is undertaken and implemented on an FPGA development board.",ECE342H1 or ECE352H1,,,
ECE537H1 - Random Processes,"Introduction to the principles and properties of random processes, with applications to communications, control systems, and computer science. Random vectors, random convergence, random processes, specifying random processes, Poisson and Gaussian processes, stationarity, mean square derivatives and integrals, ergodicity, power spectrum, linear systems with stochastic input, mean square estimation, Markov chains, recurrence, absorption, limiting and steady-state distributions, time reversibility, and balance equations.",ECE286H1 and ECE355H1 or ECE302H1,,,
ECE552H1 - Computer Architecture,"Performance analysis and metrics and cost. Instruction set architectures. Instruction-level parallelism: pipelining, superscalar, dynamic scheduling, VLIW processors. Data-level prallelism: vector processors, GPUs. Thread-level parallelism: multiprocessors, multi-core, coherence, simultaneous multi-threading. Memory hierarchies: caches and virtual memory support. Simulation tools and methods. Limited Enrollment.",ECE243H1 or ECE352H1,,,
ECE557H1 - Linear Control Theory,"State-space approach to linear system theory. Mathematical background in linear algebra, state space equations vs. transfer functions, solutions of linear ODE’s, state transition matrix, Jordan form, controllability, eigenvalue assignment using state feedback, observability, designing observers, separation principle, Kalman filters, tracking and the regulator problem, linear quadratic optimal control, stability. Laboratories cover the state space control design methodology.",ECE356H1/AER362H1,,,
ECE568H1 - Computer Security,"As computers permeate our society, the security of such computing systems is becoming of paramount importance. This course covers principles of computer systems security. To build secure systems, one must understand how attackers operate. This course starts by teaching students how to identify security vulnerabilities and how they can be exploited. Then techniques to create secure systems and defend against such attacks will be discussed. Industry standards for conducting security audits to establish levels of security will be introduced. The course will include an introduction to basic cryptographic techniques as well as hardware used to accelerate cryptographic operations in ATM's and webservers.",ECE344H1 or ECE353H1,,,
ENV346H1 - Terrestrial Energy Systems,"Various earth systems for energy transformation, storage and transport are explored. Geological, hydrological, biological, cosmological and oceanographic energy systems are considered in the context of the Earth as a dynamic system, including the variation of solar energy received by the planet and the redistribution of this energy through various radiative, latent and sensible heat transfer mechanisms. It considers the energy redistribution role of large-scale atmospheric systems, of warm and cold ocean currents, the role of the polar regions, and the functioning of various hydrological systems. The contribution and influence of tectonic systems on the surface systems is briefly introduced, as well the important role of energy storage processes in physical and biological systems, including the accumulation of fossil fuel reserves.","(MAT135H1, MAT136H1)/ MAT137Y1/ JMB170Y1; BIO120H1/ CHM136H1/ CHM138H1/ CHM135H1/ CHM139H1/ CHM151Y1/ PHY131H1/ PHY132H1/ PHY151H1/ PHY152H1",,,
ESC101H1 - Praxis I,"Praxis I is the cornerstone course of the Engineering Science Foundation Design sequence and introduces the foundational models and tools of engineering design, communication, teamwork, and professionalism that underlie design education within Engineering Science. In Praxis I students work both individually and in small teams to develop their knowledge and skills in through a combination of active lectures, structured interactive studios, and hands-on practical sessions. The design projects in Praxis I are scoped to the individual student and the broader University community. Each student and team is responsible for both defining and resolving their own opportunities. Praxis I also supports students as they transition into their engineering studies and into the Engineering Science learning community. This support integrates conceptual models, concrete techniques, and University resources, and addresses both academic and non-academic concerns. All courses within the Foundation Design sequence use engineering design to provide a context in which students integrate their knowledge, develop their emerging engineering identity, and codify their individual approach to engineering practice.",,,,
ESC102H1 - Praxis II,"Praxis II develops the models and tools of design, communication, teamwork, and professionalism introduced in Praxis I. The course also introduces additional complementary considerations including ethics and equity. In Praxis II students work primarily in small teams to develop and refine their knowledge and skills in through a combination of active lectures, structured interactive studios, and hands-on practical sessions. The design projects in Praxis II are scoped to communities within the broader City of Toronto. Student teams are responsible for identifying and engaging with these communities, and for first framing and then resolving a collaboratively identified opportunity.Praxis II culminates in a public showcase where teams present and demonstrate their designs to their stakeholders and to the general public. Praxis II also continues to support students as they integrate more fully into the Engineering Science learning community. All courses within the Foundation Design sequence use engineering design to provide a context in which students integrate their knowledge, develop their emerging engineering identity, and codify their individual approach to engineering practice.",ESC101H1,,,
ESC103H1 - Engineering Mathematics and Computation,"This course is designed to introduce students to mathematics in an engineering context, while exposing students to computational techniques. Topics include: vectors, lines and planes; 3-D visualization; matrices and transformations; matrix inverses, eigenvalues and determinants; solving linear systems; curve fitting and least squares; numerical integration and numerical solutions to differential equations. Course content is complemented with the use of MATLAB computational software.",,,,
ESC180H1 - Introduction to Computer Programming,"The first of two courses that introduces students to programming and computational thinking, and prepares them for additional study across a breadth of programming fields. Students will learn to use the Python programming language to design and implement computational solutions to problems drawn from their 1F courses, with specific focus on algorithms, data structures, problem decomposition, and the use of programming paradigms appropriate to the problems being solved. Specifically, this course aims to have students work with and understand profiling and runtime analysis, searching and sorting algorithms, and the use of recursion.",,,,
ESC190H1 - Computer Algorithms and Data Structures,"The second of two courses that introduces students to programming and computational thinking, and prepares them for additional study across a breadth of programming fields. Students will develop an understanding of data structures and fundamental algorithms. The emphasis will be on (a) further refining their multiple introductory programming languages, and (b) understanding why diverse data structures exist, and how algorithms can be analyzed for their time and space complexity. Specifically, this course aims to have students work with and understand the list, stack, queue, tree, hash table, and graph data structures; a look at searching, sorting, and analysis of complexity will complement the presentation on the algorithms side.",ESC180H1,,,
ESC194H1 - Calculus I,"Topics include: theory and applications of differential and integral calculus, limits, basic theorems and elementary functions. An introduction to differential equations is also included.",,,,
ESC195H1 - Calculus II,"Topics include: techniques of integration, improper integrals, sequences, series, Taylor's theorem, as well as an introduction to vector functions, functions of several variables, partial derivatives and the optimization of multivariable functions.",ESC194H1,,,
ESC203H1 - Engineering and Society,"Through this course, students will examine the relationship between engineering and society, emphasizing a humanities and social sciences perspective. Building on the Praxis courses, students will develop and apply an understanding of ethics and equity to broader sociotechnical systems and challenges. Using models of critical thinking, active learning activities and discussion seminars, students will develop an understanding of the social and environmental impacts of technology. Students will further develop their communication, teamwork and professional skills through persuasive writing, facilitation and formal debate. Upon completion of the course, students will have an appreciation for the complex interaction between human society and technology, and will be able to analyze and evaluate the social, technological, political, and ethical dimensions of technology.|Humanities and Social Science elective.",,,,
ESC204H1 - Praxis III,"Praxis III is the capstone course of the Engineering Science Foundation Design sequence and challenges students to apply the models of engineering design, communication, teamwork, and professionalism introduced and developed in Praxis I and II to the design and testing of a functioning product prototype.The course requires students to integrate the design, technical, and complementary knowledge gained across the Engineering Science Foundation in the context of a single, major, full-term design project.|Teams in Praxis III choose from a curated set of opportunities that integrate technical and complementary considerations. They are responsible both for framing the opportunity and for designing and testing a product prototype that addresses the opportunity. Praxis III culminates in a public showcase where teams present and demonstrate their designs to their stakeholders and to the general public. All courses within the Foundation Design sequence use engineering design to provide a context in which students integrate their knowledge, develop their emerging engineering identity, and codify their individual approach to engineering practice.",,,,
ESC301H1 - Engineering Science Option Seminar,"The Option seminar supports discipline specific discussions of ethics, professionalism, safety and standards and research in a seminar-based setting. Guest speakers, presentations and other activities will highlight various topics of interest, including the present and future research related to the Option. This course will be offered on a credit/no credit basis and the assessment will be through a combination of written assignments, presentations and tests. Concepts in Engineering Communication will be emphasized to support discussion and the development of the course deliverables.",,,,
ESC301Y1 - Engineering Science Option Seminar,"The Option seminar supports option-related curriculum through discussion of ethics, philosophy and research in a seminar-based setting. Guest speakers, presentations and other special activities will highlight various topics of interest, including the present and future research related to the Option. This course will be offered on a pass/fail basis and the assessment will be based on active discussion within the seminar. Students will be encouraged to discuss their viewpoints on philosophical and ethical issues facing the Option, as well as future directions and opportunities. Occasionally, students from across options will be brought together for special discussions and activities related to research and the engineering profession.",,,,
ESC384H1 - Partial Differential Equations,"Introduces techniques to analyze and solve partial differential equations (PDEs). Concepts covered include Fourier series, Sturm-Liouville theory, separation of variables, fundamental solutions, Green's functions, method of characteristics, and numerical methods. Applications are in model PDEs in continuum mechanics: heat, Laplace's, wave, and transport equations.",MAT290H1/MAT292H1,,,
ESC401H1 - Technology & Society Student Directed Seminar,"Humanities and Social Science elective.|Through this course, students have the opportunity to propose a topic for exploration in the realm of technology and society studies to run as a student-led seminar course. Accepted course topics in any given year will be based on student interest. The student course leader(s) are expected to work with the course coordinator to create a full course plan, including learning objectives, course topics and methods of assessment. All participants are expected to contribute to the learning experience, through presentations, suggestions of readings and subtopics. The student directed seminar provides an opportunity to explore a topic of interest, and gain experience in course planning and delivery in a collaborative learning environment. Suggested topics may include engineering & international development, engineering education & outreach, the politicization of science, gender & technology, or cross-profession collaboration; however, students may propose any topic in the broad realm of technology and society studies. Deadlines for student directed seminar proposals and seminar registration will be publicized by the Division of Engineering Science.",,,,
ESC470H1 - Energy Systems Capstone Design,"A half-year capstone design course in which students work in teams to apply the engineering design, technical, and communication skills learned previously, while refining their skills in teamwork and project management. The course focus is on context-appropriate energy systems design and simulation, incorporating generation, transmission and storage of energy from across a range of traditional and alternative energy sources. Students identify, frame, and design solutions to problems that align with that focus, and the resulting designs are assessed on their engineering quality and design credibility. In addition, each student engages in individual critical reflection on their course activities, team performance, and on their growth as an engineering designer across their undergraduate program. Students are supported by a teaching team comprising both design and domain experts.",,,,
ESC471H1 - Engineering Science Capstone Design,"A half-year capstone design course in which students work in small teams to apply the engineering design, technical, and communication skills learned previously, while refining their skills in teamwork and project management. The course focus is the (re)design and implementation of experiments suitable for the undergraduate classroom or laboratory. Students identify, frame, and design solutions to problems that align with that focus, and the resulting designs are assessed on their engineering quality and design credibility. In addition, each student engages in individual critical reflection on their course activities, team performance, and on their growth as an engineering designer across their undergraduate program. Students are supported by a teaching team comprising both design and domain experts.",,,,
ESC472H1 - Electrical and Computer Capstone Design,"A half-year capstone design course in which students work in small teams to apply the engineering design, technical, and communication skills learned previously, while refining their skills in teamwork and project management. Each team is expected to design a complex engineered system, implemented (a) fully in software, (b) fully in hardware or (c) in a mixture of hardware and software, using concepts drawn from the ECE Major curriculum and resulting in a functional prototype. Teams are expected to integrate their design, technical, and complementary knowledge, to design for safety, and to consider relevant interdisciplinary factors such as economic, health, environmental, social, and similar concerns.|In addition, each student will complete an individual critical reflection on their course activities, team performance, and on their growth as an engineering designer across their undergraduate program. This reflection is intended to prepare the student for the next stage of their engineering career",,,,
ESC490H1 - Engineering Science Independent Study,"Independent study courses are student initiated projects, open to Engineering Science students, which allow students to work one-on-one with a division faculty member. The student and supervising faculty member will develop a learning plan for the semester within the first week of term (Limited Enrollment).",,,,
ESC499H1 - Thesis,"Every student in Fourth Year Engineering Science is required to conduct a thesis on an approved subject under the supervision of any faculty member at the University of Toronto. The thesis provides students with an opportunity to conduct, document, and experience engineering related research as an undergraduate student. This course is structured to provide resources to support that process, in particular the documentation of research, through a series of lectures and workshops. While the final thesis document is the main deliverable, students are also required to submit a set of interim deliverables to support ongoing documentation and reflection.",,,,
ESC499Y1 - Thesis,"Every student in Fourth Year Engineering Science is required to conduct a thesis on an approved subject under the supervision of any faculty member at the University of Toronto. The thesis provides students with an opportunity to conduct, document, and experience engineering related research as an undergraduate student. This course is structured to provide resources to support that process, in particular the documentation of research, through a series of lectures and workshops. While the final thesis document is the main deliverable, students are also required to submit a set of interim deliverables to support ongoing documentation and reflection.",,,,
FOR308H1 - Discovering Wood and its Role in Societal Development,"Humanities and Social Science elective|Trees and their components have been used through the centuries for shelter, heat, entertainment, weapons, sport, furnishings, communication, food and medicines. This course explores the co-evolution of nature and culture by examining the social and economic impacts that the forest and its exploitation had in the development of societies throughout the ages. Focus will be on the cultural history of wood and products derived from it and its influence on developing societies from biblical times to modern day. The course will examine how wood's versatility and usefulness in varied applications has been discovered by society as needs for survival to austerity develop. The unique properties of woody materials will be examined to expose its ability to meet the varied demands of societies throughout the ages. This course will allow students to explore the place and role of wood derived products in sustainable society.",,,,
FOR421H1 - Green Urban Infrastructure: Sustainable City Forests,"Complementary Studies elective|With over 80% of the world's population now living in cities, tomorrow's forests will be urban. Increasing global recognition of nature deficit disorder and the values of green infrastructure to mitigate broader human impacts gives a new meaning to the term 'urban forestry', coined here at UofT and now recognized widely. Trees in and around the city are key to providing multiple engineered and ecological services that only recently have been brought into the responsible fiscal planning of every municipality around the globe. If managed properly (a key concept), urban forests mitigate climate change and urban heat island effects, act as carbon sinks, air filters, water purifiers, air conditioners, noise dampeners, wildlife and/or biodiversity refuges, and green spaces for the human spirit. Here, we explore the challenges and opportunities of this exciting new applied field at the cross-roads of ecology, engineering and planning to ensure future global sustainability.",,,,
FOR424H1 - Innovation and Manufacturing of Sustainable Materials,"Sustainable materials are a mandate for sustainable societies. This course will explore the manufacturing, engineering principles and design fundamentals for creating sustainable materials from renewable resources. Special emphasis will be on bioplastics, biofibre, nanobiofibre, biocomposites and nanobiocomposites. Written communication and design skills will be developed through tutorials and assignments.",,,,
FOR425H1 - Bioenergy and Biorefinery Technology,"Technological advances and approaches in deriving biofuels, chemical feedstocks from forest and other biomass resources. Fundamental chemical attributes of biomass, as they affect the fuel value and potential for deriving liquid, solid and gaseous fuels and valuable chemicals for other applications will be explored.",,,,
GGR252H1 - Marketing Geography,Geography matters in the success of both public and private sector organisations. Using mostly retail examples contemporary location problems are addressed. The geographies of demand and supply are analysed and trade area and site selection techniques are applied. The relevance of the planning context and utility of geovisualisation techniques such as GIS are also briefly considered.,,,,
HPS210H1 - Scientific Revolutions I,"Case studies in the history of science from antiquity to 1800, including the revolutionary work of Copernicus, Kepler, Galileo, Descartes, Newton, Linnaeus, Lavoisier, and Herschel. The course is designed to be accessible to science students and non-scientists alike.",,,,
HPS280H1 - History of Science,"Humanities and Social Science elective|This course surveys the development of science from Antiquity to the modern times. We focus on a number of selected topics, ranging from the mechanical worldview to particle physics, from the classification of species to molecular biology, from the introduction of laboratory to the interaction between war and science. Our aim is to explore how and why science came to its current form and status by addressing crucial discoveries and conceptual breakthroughs, conditions and standards indispensable to scientific research, and principal mutual influences between science and society.",,,,
HPS283H1 - The Engineer in History,"Humanities and Social Science elective|The emphasis in this course will be more on the history of engineers as workers, members of professional groups, and managers rather than engineering proper, although obviously engineering cannot be ignored when we talk about engineers' work. The aim of the course is to give an understanding of the heritage of engineers as participants in the economy and society.",,,,
JRE300H1 - Fundamentals of Accounting and Finance,"Complementary Studies elective|Introduces a brief overview of essential concepts in accounting and corporate finance. The first part of the course covers the fundamentals of accounting. We start by exploring the basic language of accounting and the fundamental concepts of financial reporting. Students learn to read and analyze basic financial statements including the statements of financial position, comprehensive income, changes in equity, and cash flows. We then introduce key management accounting concepts and explore various methods of costing for decision-making. The second part of the course covers the fundamentals of corporate finance. In the second half, students will learn how to make financial projections and how to value complex investment opportunities. Following this, students learn various techniques for controlling risk and how to determine the appropriate cost of capital. Finally, the course considers issues in cash flow management and overviews project valuation as it relates to corporate mergers.",,,,
JRE410H1 - Markets and Competitive Strategy,"Complementary Studies elective|Introduces the basic concepts, frameworks and methodologies useful to managers in crafting and executing entrepreneurial business strategies in technology-based companies. In the first part of the course, students gain an understanding of the external, internal, and dynamic environments of a business and the elements of a superior competitive position. In the second part, we focus on designing and delivering customer value, which involves strategic decisions about segmentation, targeting and positioning, and tactical decisions related to product introductions, marketing communications, distribution channels and pricing. In the third part of the course, we build on these fundamentals and examine challenges related to innovation and industry dynamics, such as industry life cycles, disruptive technologies, product renewal, and the relationship between R&D and commercialization.",,,,
JRE420H1 - People Management and Organizational Behaviour,"Complementary Studies elective|This module spans three inter-related topics: leadership, people management and organization behaviour. It provides students with both the theory and practice in how to design, lead and manage organizations. Topics include theories of leadership, strategy, ethics, designing organizations for rapid change and differing cultural environments, communication, job design, managing and motivating people, fostering creativity, and team work. In addition to traditional lectures, exercises and case studies will be used throughout.",,,,
MAT185H1 - Linear Algebra,"Topics include: include: linear systems, matrix algebra, Rn as a vector space, a normed space and an inner-product space, linear transformations on Rn, eigenvalues, applications to circuits, mechanics and an introduction to computer methods.",ESC103H1,,,
MAT186H1 - Calculus I,"Topics include: limits and continuity; differentiation; applications of the derivative - related rates problems, curve sketching, optimization problems, L'Hopital's rule; definite and indefinite integrals; the Fundamental Theorem of Calculus; applications of integration in geometry, mechanics and other engineering problems.",,,,
MAT187H1 - Calculus II,"Topics include: techniques of integration, an introduction to mathematical modeling with differential equations, infinite sequences and series, Taylor series, parametric and polar curves, vector-valued functions, partial differentiation, and application to mechanics and other engineering problems.",APS162H1/MAT186H1,,,
MAT188H1 - Linear Algebra,"This course covers systems of linear equations and Gaussian elimination, applications; vectors in Rn, independent sets and spanning sets; linear transformations, matrices, inverses; subspaces in Rn, basis and dimension; determinants; eigenvalues and diagonalization; systems of differential equations; dot products and orthogonal sets in Rn; projections and the Gram-Schmidt process; diagonalizing symmetric matrices; least squares approximation. Includes an introduction to numeric computation in a weekly laboratory.",,,,
MAT196H1 - Calculus A,"Topics include: limits and continuity, differentiation, maximum and minimum problems, definite and indefinite integrals, application of integration to geometry, mechanics and other engineering problems as well as an introduction to first order differential equations.",,,,
MAT231H1 - Modelling with Differential and Difference Equations,Ordinary differential equations. Equations of first order and first degree. Linear equations of order n. Equations of second order. Systems of simultaneous equations. Difference equations. Linear control. Forecasting. Business dynamics. Throughout the course: formulating and analysing differential or difference equation models for real-world problems.,,,,
MAT234H1 - Differential Equations,Ordinary differential equations. Classification. Equations of first order and first degree. Linear equations of order n. Equations of second order. Bessel's equation. Legendre's equation. Series solutions. Systems of simultaneous equations. Partial differential equations. Classification of types. The diffusion equation. Laplace's equation. The wave equation. Solution by separation of variables.,,,,
MAT290H1 - Advanced Engineering Mathematics,"An introduction to complex variables and ordinary differential equations. Topics include: Laplace transforms, ordinary higher-order linear differential equations with constant coefficients; transform methods; complex numbers and the complex plane; complex functions; limits and continuity; derivatives and integrals; analytic functions and the Cauchy-Riemann equations; power series as analytic functions; the logarithmic and exponential functions; Cauchy's integral theorem, Laurent series, residues, Cauchy's integral formula, the Laplace transform as an analytic function. Examples are drawn from electrical systems.",,,,
MAT291H1 - Calculus III,"The chain rule for functions of several variables; the gradient. Multiple integrals; change of variables, Jacobians, line integrals, the divergence and curl of a vector field. Surface integrals; parametric and explicit representations, Divergence theorem and Stokes' theorem and applications from electromagnetic fields and Green's theorem.",,,,
MAT292H1 - Ordinary Differential Equations,"Existence and uniqueness of solution for first-order differential equations, general second-order linear ODEs, homogeneous equations, nonhomogeneous equations, variable coefficients, variation of parameters, Systems of ODEs, Fourier series, Laplace transform, interpretation of problems in mathematical terms, single-step numerical methods for ODEs. Introduction to Partial Differential Equations.",MAT195H1,,,
MAT294H1 - Calculus and Differential Equations,"Partial differentiation, grad, div, curl, multiple integrals, line integrals, surface integrals, differential equations, first order differential equations, homogeneous linear differential equations, boundary conditions. Formulation of various problems relevant to materials and mining engineering - the concepts above are used.",,,,
MAT336H1 - Elements of Analysis,"This course provides the foundations of analysis and rigorous calculus for students who will take subsequent courses where these mathematical concepts are central of applications, but who have only taken courses with limited proofs. Topics include topology of Rn, implicit and inverse function theorems and rigorous integration theory.","MAT223H1/MATA23H3/MAT223H5/MAT240H1/MAT240H5, MAT235Y1/MAT235Y5/(MAT232H5, MAT236H5)/(MATB41H3, MATB42H3)/MAT237Y1/(MATB41H3, MATB42H3, MATB43H3)/MAT237Y5; (for FASE students, MAT185H, MAT195H/ESC195H)",,,
MAT337H1 - Introduction to Real Analysis,"Construction of Real Numbers. Metric spaces; compactness and connectedness. Sequences and series of functions, power series; modes of convergence. Interchange of limiting processes; differentiation of integrals. Function spaces; Weierstrass approximation; Fourier series. Contraction mappings; existence and uniqueness of solutions of ordinary differential equations. Countability; Cantor set; Hausdorff dimension.","MAT224H1/MATB24H3/MAT224H5/MAT247H1/MAT247H5, MAT235Y1/MAT235Y5/(MAT232H5, MAT236H5)/(MATB41H3, MATB42H3)/MAT237Y1/(MATB41H3, MATB42H3, MATB43H3)/MAT237Y5, MAT246H1/MAT157Y1; NOTE: These Prerequisites will be waived for students who have MAT257Y1",,,
MAT357H1 - Foundations of Real Analysis,"Function spaces; Arzela-Ascoli theorem, Weierstrass approximation theorem, Fourier series. Introduction to Banach and Hilbert spaces; contraction mapping principle, fundamental existence and uniqueness theorem for ordinary differential equations. Lebesgue integral; convergence theorems, comparison with Riemann integral, L^p spaces. Applications to probability.",MAT257Y1/(MAT327H1 and permission of instructor),,,
MAT389H1 - Complex Analysis,"Course examines the following: analytic functions, Cauchy-Reimann equations, contour integration, Cauchy's theorem, Taylor and Laurent series, singularities, residue calculus, conformal mapping, harmonic functions, Dirichlet and Neumann problems and Poisson integral formulas. Course includes studies of linear differential equations in the complex plane, including Bessel and Legendre functions.","MAT195H1, MAT292H1",,,
MIE100H1 - Dynamics,"This course on Newtonian mechanics considers the interactions which influence 2-D, curvilinear motion. These interactions are described in terms of the concepts of force, work, momentum and energy. Initially the focus is on the kinematics and kinetics of particles. Then, the kinematics and kinetics of systems of particles and solid bodies are examined. Finally, simple harmonic motion is discussed. The occurrence of dynamic motion in natural systems, such as planetary motion, is emphasized. Applications to engineered systems are also introduced.",,,,
MIE191H1 - Seminar Course: Introduction to Mechanical and Industrial Engineering,"This is a seminar series that will preview the core fields in Mechanical and Industrial Engineering. Each seminar will be given by a professional in one of the major areas in MIE. The format will vary and may include application examples, challenges, case studies, career opportunities, etc. The purpose of the seminar series is to provide first year students with some understanding of the various options within the Department to enable them to make educated choices for second year. This course will be offered on a credit/no credit basis. Students who receive no credit for this course must re-take it in their 2S session. Students who have not received credit for this course at the end of their 2S session will not be permitted to register in session 3F.",,,,
MIE201H1 - Essays in Technology and Culture,Humanities and Social Science elective|This course explores the relationship between changing technologies and cultural representations and teaches a methodology that bridges the world of the artist and the world of the engineer. It enables engineers to explore how the analysis of art has been used in the discussion of the social impacts of technological innovation and to use these methods as they develop new skills in essayistic argument and increase critical vocabulary.,,,,
MIE210H1 - Thermodynamics,"This is a basic course in engineering thermodynamics. Topics covered include: properties and behaviour of pure substances; equation of states for ideal and real gases; compressibility factor; first and second laws of thermodynamics; control mass and control volume analyses; applications of first and second laws of thermodynamics to closed systems, open systems and simple thermal cycles.",MAT186H1,,,
MIE221H1 - Manufacturing Engineering,"Production Fundamentals: Metal casting; metal forming - rolling, forging, extrusion and drawing, and sheet-metal forming; plastic/ceramic/glass forming; metal removal - turning, drilling/ boring/reaming, milling, and grinding; non-traditional machining - ECM, EDM and laser cutting; welding; surface treatment; metrology. Environmental issues in manufacturing processes, recycling of materials. Automation Fundamentals: Automation in material processing and handling - NC, robotics and automatically-guided vehicles; flexible manufacturing - group technology, cellular manufacturing and FMS; and computer-aided design - geometric modelling, computer graphics, concurrent engineering and rapid prototyping.|Instruction and assessment of communication centered around course deliverables that will form part of an ongoing design portfolio.",,,,
MIE222H1 - Mechanics of Solids I,"Design of mechanical joints. Elasto-plastic torsion of circular sections. Elasto-plastic bending of beams. Residual stresses, shearing stresses in beams, analysis of plane stress and plant strain problems. Pressure vessels, design of members of strength criteria, deflection of beams. Statistically indeterminate problems.",,,,
MIE230H1 - Engineering Analysis,"Introduction to complex analysis. Multivariate integration with application to calculation of volumes, centroids and moments. Vector calculus. Divergence, curl and gradient operators. Green's theorem. Gauss' theorem. Stokes' theorem. Integral transforms. Laplace transforms and Fourier series, integral and transform.","MAT186H1, MAT187H1",,,
MIE231H1 - Probability and Statistics with Engineering Applications,"Use of data in engineering decision processes. Elements of probability theory. Discrete and continuous random variables. Standard distributions: binomial, Poisson, hypergeometric, exponential, normal etc. Expectation and variance. Random sampling and parameter estimation. Confidence intervals. Hypothesis testing. Goodness-of-fit tests. Regression and correlation. Statistical Process Control and quality assurance. Engineering applications in manufacturing, instrumentation and process control.",,,,
MIE236H1 - Probability,"Introduction to probability (the role of probability, exploratory data analysis and basic graphical methods). Sample space and events, Venn diagram. Definitions of probability. Axiomatic definition and basic rules. Conditional probability and Bayes' rule. Concept of random variables. Discrete, continuous, and joint distributions. Probability mass functions, density function, cumulative distribution function. Expectation, variance, and covariance. Important discrete and continuous distributions. Multivariate normal distribution. Functions of random variables. Moment Generating functions. Central limit theorem, laws of large numbers, Markov and Chebyshev's inequalities, types of convergence. Fundamental sampling distributions, Chi-square, t, and F distributions. One sample estimation and hypothesis testing.",,,,
MIE237H1 - Statistics,Two sample estimation and hypothesis testing. Least squares estimation. Simple linear regression and correlation. Multiple linear regression. Linear models. Model building and model assessment. Design and analysis of single and multi factor experiments. Analysis of variance. Randomization and blocking. Fixed and random effects models. Multiple comparisons. Sample size calculations.,MIE231H1/MIE236H1 or equivalent,,,
MIE240H1 - Human Centred Systems Design,"Introduction to principles, methods, and tools for the analysis, design and evaluation of human-centred systems. Consideration of impacts of human physical, physiological, perceptual, and cognitive factors on the design and use of engineered systems. Basic concepts of anthropometrics, work-related hazards, shiftwork, workload, human error and reliability, and human factors standards. The human-centred systems design process, including task analysis, user requirements generation, prototyping, and usability evaluation. Design of work/rest schedules, procedures, displays and controls, and training systems; design for error prevention and human-computer interaction; design for aging populations.",MIE242H1 recommended,,,
MIE242H1 - Psychology For Engineers,"Introduction to neuroanatomy and processes that are core to perception, cognition, language, decision making, and action. Use of experiments to test hypotheses concerning brain activities and computations. Conducting and reporting experimental research, use of elementary statistics, and satisfaction of research ethics requirements.",,,,
