Course Names,descriptions,prereq,Breadth requirements,distribution requirements
ECE466H1 - Computer Networks II,"Traffic modeling; network calculus; traffic classification; traffic regulation: shaping, filtering, policing, leaky bucket; queueing systems; scheduling; quality of service: Diffserv and IntServ/RSVP; multi-protocol label switching; call admission control / congestion control; switching; pricing; optical networks.",ECE361H1,,
ECE467H1 - Compilers & Interpreters,"Compiler organization, compiler writing tools, use of regular expressions, finite automata and context-free grammars, scanning and parsing, runtime organization, semantic analysis, implementing the runtime model, storage allocation, code generation.",ECE243H1/ECE352H1,,
ECE469H1 - Optical Communications and Networks,"This course provides an introduction to optical communication systems and networks at the system and functional level. Applications range from telecommunication networks (short to long haul) to computing networks (chip-to-chip, on chip communications, optical backplanes). Basic principles of optical transmission and associated components used for transmission of light and optical networks; system design tools for optical links; multi-service system requirements; optical network design tools (routing and wavelength assignment), network management and survivability.",,,
ECE470H1 - Robot Modeling and Control,"Classification of robot manipulators, kinematic modeling, forward and inverse kinematics, velocity kinematics, path planning, point-to-point trajectory planning, dynamic modeling, Euler-Lagrange equations, inverse dynamics, joint control, computed torque control, passivity-based control, feedback linearization.",ECE311H1 or ECE356H1,,
ECE516H1 - Intelligent Image Processing,"This course provides the student with the fundamental knowledge needed in the rapidly growing field of Personal Cybernetics, including ""Wearable Computing"", ""Personal Technologies"", ""Human Computer Interaction (HCI),"" ""Mobile Multimedia,"" ""Augmented Reality,"" ""Mediated Reality,"" CyborgLogging,"" and the merging of communications devices such as portable telephones with computational and imaging devices. The focus is on fundamental aspects and new inventions for human-computer interaction. Topics to be covered include: mediated reality, Personal Safety Devices, lifelong personal video capture, the Eye Tap principle, collinearity criterion, comparametric equations, photoquantigraphic imaging, lightvector spaces, anti-homomorphic imaging, application of personal imaging to the visual arts, and algebraic projective geometry.",,,
ECE520H1 - Power Electronics,"Focuses on power electronic converters utilized in applications ranging from low-power mobile devices to higher power applications such as electric vehicles, server farms, microgrids, and renewable energy systems. Concepts covered include the principles of efficient electrical energy processing (dc-dc, dc/ac, and ac/ac) through switch-mode energy conversion, converter loss analysis, large- and small-signal modeling of power electronic circuits and controller design.",ECE314H1/ECE349H1/ECE359H1,,
ECE532H1 - Digital Systems Design,"Advanced digital systems design concepts including project planning, design flows, embedded processors, hardware/software interfacing and interactions, software drivers, embedded operating systems, memory interfaces, system-level timing analysis, clocking and clock domains. A significant design project is undertaken and implemented on an FPGA development board.",ECE342H1 or ECE352H1,,
ECE537H1 - Random Processes,"Introduction to the principles and properties of random processes, with applications to communications, control systems, and computer science. Random vectors, random convergence, random processes, specifying random processes, Poisson and Gaussian processes, stationarity, mean square derivatives and integrals, ergodicity, power spectrum, linear systems with stochastic input, mean square estimation, Markov chains, recurrence, absorption, limiting and steady-state distributions, time reversibility, and balance equations.",ECE286H1 and ECE355H1 or ECE302H1,,
ECE552H1 - Computer Architecture,"Performance analysis and metrics and cost. Instruction set architectures. Instruction-level parallelism: pipelining, superscalar, dynamic scheduling, VLIW processors. Data-level prallelism: vector processors, GPUs. Thread-level parallelism: multiprocessors, multi-core, coherence, simultaneous multi-threading. Memory hierarchies: caches and virtual memory support. Simulation tools and methods. Limited Enrollment.",ECE243H1 or ECE352H1,,
ECE557H1 - Linear Control Theory,"State-space approach to linear system theory. Mathematical background in linear algebra, state space equations vs. transfer functions, solutions of linear ODE’s, state transition matrix, Jordan form, controllability, eigenvalue assignment using state feedback, observability, designing observers, separation principle, Kalman filters, tracking and the regulator problem, linear quadratic optimal control, stability. Laboratories cover the state space control design methodology.",ECE356H1/AER362H1,,
ECE568H1 - Computer Security,"As computers permeate our society, the security of such computing systems is becoming of paramount importance. This course covers principles of computer systems security. To build secure systems, one must understand how attackers operate. This course starts by teaching students how to identify security vulnerabilities and how they can be exploited. Then techniques to create secure systems and defend against such attacks will be discussed. Industry standards for conducting security audits to establish levels of security will be introduced. The course will include an introduction to basic cryptographic techniques as well as hardware used to accelerate cryptographic operations in ATM's and webservers.",ECE344H1 or ECE353H1,,
ENV346H1 - Terrestrial Energy Systems,"Various earth systems for energy transformation, storage and transport are explored. Geological, hydrological, biological, cosmological and oceanographic energy systems are considered in the context of the Earth as a dynamic system, including the variation of solar energy received by the planet and the redistribution of this energy through various radiative, latent and sensible heat transfer mechanisms. It considers the energy redistribution role of large-scale atmospheric systems, of warm and cold ocean currents, the role of the polar regions, and the functioning of various hydrological systems. The contribution and influence of tectonic systems on the surface systems is briefly introduced, as well the important role of energy storage processes in physical and biological systems, including the accumulation of fossil fuel reserves.","(MAT135H1, MAT136H1)/ MAT137Y1/ JMB170Y1; BIO120H1/ CHM136H1/ CHM138H1/ CHM135H1/ CHM139H1/ CHM151Y1/ PHY131H1/ PHY132H1/ PHY151H1/ PHY152H1",,
ESC101H1 - Praxis I,"Praxis I is the cornerstone course of the Engineering Science Foundation Design sequence and introduces the foundational models and tools of engineering design, communication, teamwork, and professionalism that underlie design education within Engineering Science. In Praxis I students work both individually and in small teams to develop their knowledge and skills in through a combination of active lectures, structured interactive studios, and hands-on practical sessions. The design projects in Praxis I are scoped to the individual student and the broader University community. Each student and team is responsible for both defining and resolving their own opportunities. Praxis I also supports students as they transition into their engineering studies and into the Engineering Science learning community. This support integrates conceptual models, concrete techniques, and University resources, and addresses both academic and non-academic concerns. All courses within the Foundation Design sequence use engineering design to provide a context in which students integrate their knowledge, develop their emerging engineering identity, and codify their individual approach to engineering practice.",,,
ESC102H1 - Praxis II,"Praxis II develops the models and tools of design, communication, teamwork, and professionalism introduced in Praxis I. The course also introduces additional complementary considerations including ethics and equity. In Praxis II students work primarily in small teams to develop and refine their knowledge and skills in through a combination of active lectures, structured interactive studios, and hands-on practical sessions. The design projects in Praxis II are scoped to communities within the broader City of Toronto. Student teams are responsible for identifying and engaging with these communities, and for first framing and then resolving a collaboratively identified opportunity.Praxis II culminates in a public showcase where teams present and demonstrate their designs to their stakeholders and to the general public. Praxis II also continues to support students as they integrate more fully into the Engineering Science learning community. All courses within the Foundation Design sequence use engineering design to provide a context in which students integrate their knowledge, develop their emerging engineering identity, and codify their individual approach to engineering practice.",ESC101H1,,
ESC103H1 - Engineering Mathematics and Computation,"This course is designed to introduce students to mathematics in an engineering context, while exposing students to computational techniques. Topics include: vectors, lines and planes; 3-D visualization; matrices and transformations; matrix inverses, eigenvalues and determinants; solving linear systems; curve fitting and least squares; numerical integration and numerical solutions to differential equations. Course content is complemented with the use of MATLAB computational software.",,,
ESC180H1 - Introduction to Computer Programming,"The first of two courses that introduces students to programming and computational thinking, and prepares them for additional study across a breadth of programming fields. Students will learn to use the Python programming language to design and implement computational solutions to problems drawn from their 1F courses, with specific focus on algorithms, data structures, problem decomposition, and the use of programming paradigms appropriate to the problems being solved. Specifically, this course aims to have students work with and understand profiling and runtime analysis, searching and sorting algorithms, and the use of recursion.",,,
ESC190H1 - Computer Algorithms and Data Structures,"The second of two courses that introduces students to programming and computational thinking, and prepares them for additional study across a breadth of programming fields. Students will develop an understanding of data structures and fundamental algorithms. The emphasis will be on (a) further refining their multiple introductory programming languages, and (b) understanding why diverse data structures exist, and how algorithms can be analyzed for their time and space complexity. Specifically, this course aims to have students work with and understand the list, stack, queue, tree, hash table, and graph data structures; a look at searching, sorting, and analysis of complexity will complement the presentation on the algorithms side.",ESC180H1,,
ESC194H1 - Calculus I,"Topics include: theory and applications of differential and integral calculus, limits, basic theorems and elementary functions. An introduction to differential equations is also included.",,,
ESC195H1 - Calculus II,"Topics include: techniques of integration, improper integrals, sequences, series, Taylor's theorem, as well as an introduction to vector functions, functions of several variables, partial derivatives and the optimization of multivariable functions.",ESC194H1,,
ESC203H1 - Engineering and Society,"Through this course, students will examine the relationship between engineering and society, emphasizing a humanities and social sciences perspective. Building on the Praxis courses, students will develop and apply an understanding of ethics and equity to broader sociotechnical systems and challenges. Using models of critical thinking, active learning activities and discussion seminars, students will develop an understanding of the social and environmental impacts of technology. Students will further develop their communication, teamwork and professional skills through persuasive writing, facilitation and formal debate. Upon completion of the course, students will have an appreciation for the complex interaction between human society and technology, and will be able to analyze and evaluate the social, technological, political, and ethical dimensions of technology.|Humanities and Social Science elective.",,,
ESC204H1 - Praxis III,"Praxis III is the capstone course of the Engineering Science Foundation Design sequence and challenges students to apply the models of engineering design, communication, teamwork, and professionalism introduced and developed in Praxis I and II to the design and testing of a functioning product prototype.The course requires students to integrate the design, technical, and complementary knowledge gained across the Engineering Science Foundation in the context of a single, major, full-term design project.|Teams in Praxis III choose from a curated set of opportunities that integrate technical and complementary considerations. They are responsible both for framing the opportunity and for designing and testing a product prototype that addresses the opportunity. Praxis III culminates in a public showcase where teams present and demonstrate their designs to their stakeholders and to the general public. All courses within the Foundation Design sequence use engineering design to provide a context in which students integrate their knowledge, develop their emerging engineering identity, and codify their individual approach to engineering practice.",,,
ESC301H1 - Engineering Science Option Seminar,"The Option seminar supports discipline specific discussions of ethics, professionalism, safety and standards and research in a seminar-based setting. Guest speakers, presentations and other activities will highlight various topics of interest, including the present and future research related to the Option. This course will be offered on a credit/no credit basis and the assessment will be through a combination of written assignments, presentations and tests. Concepts in Engineering Communication will be emphasized to support discussion and the development of the course deliverables.",,,
ESC301Y1 - Engineering Science Option Seminar,"The Option seminar supports option-related curriculum through discussion of ethics, philosophy and research in a seminar-based setting. Guest speakers, presentations and other special activities will highlight various topics of interest, including the present and future research related to the Option. This course will be offered on a pass/fail basis and the assessment will be based on active discussion within the seminar. Students will be encouraged to discuss their viewpoints on philosophical and ethical issues facing the Option, as well as future directions and opportunities. Occasionally, students from across options will be brought together for special discussions and activities related to research and the engineering profession.",,,
ESC384H1 - Partial Differential Equations,"Introduces techniques to analyze and solve partial differential equations (PDEs). Concepts covered include Fourier series, Sturm-Liouville theory, separation of variables, fundamental solutions, Green's functions, method of characteristics, and numerical methods. Applications are in model PDEs in continuum mechanics: heat, Laplace's, wave, and transport equations.",MAT290H1/MAT292H1,,
ESC401H1 - Technology & Society Student Directed Seminar,"Humanities and Social Science elective.|Through this course, students have the opportunity to propose a topic for exploration in the realm of technology and society studies to run as a student-led seminar course. Accepted course topics in any given year will be based on student interest. The student course leader(s) are expected to work with the course coordinator to create a full course plan, including learning objectives, course topics and methods of assessment. All participants are expected to contribute to the learning experience, through presentations, suggestions of readings and subtopics. The student directed seminar provides an opportunity to explore a topic of interest, and gain experience in course planning and delivery in a collaborative learning environment. Suggested topics may include engineering & international development, engineering education & outreach, the politicization of science, gender & technology, or cross-profession collaboration; however, students may propose any topic in the broad realm of technology and society studies. Deadlines for student directed seminar proposals and seminar registration will be publicized by the Division of Engineering Science.",,,
ESC470H1 - Energy Systems Capstone Design,"A half-year capstone design course in which students work in teams to apply the engineering design, technical, and communication skills learned previously, while refining their skills in teamwork and project management. The course focus is on context-appropriate energy systems design and simulation, incorporating generation, transmission and storage of energy from across a range of traditional and alternative energy sources. Students identify, frame, and design solutions to problems that align with that focus, and the resulting designs are assessed on their engineering quality and design credibility. In addition, each student engages in individual critical reflection on their course activities, team performance, and on their growth as an engineering designer across their undergraduate program. Students are supported by a teaching team comprising both design and domain experts.",,,
ESC471H1 - Engineering Science Capstone Design,"A half-year capstone design course in which students work in small teams to apply the engineering design, technical, and communication skills learned previously, while refining their skills in teamwork and project management. The course focus is the (re)design and implementation of experiments suitable for the undergraduate classroom or laboratory. Students identify, frame, and design solutions to problems that align with that focus, and the resulting designs are assessed on their engineering quality and design credibility. In addition, each student engages in individual critical reflection on their course activities, team performance, and on their growth as an engineering designer across their undergraduate program. Students are supported by a teaching team comprising both design and domain experts.",,,
ESC472H1 - Electrical and Computer Capstone Design,"A half-year capstone design course in which students work in small teams to apply the engineering design, technical, and communication skills learned previously, while refining their skills in teamwork and project management. Each team is expected to design a complex engineered system, implemented (a) fully in software, (b) fully in hardware or (c) in a mixture of hardware and software, using concepts drawn from the ECE Major curriculum and resulting in a functional prototype. Teams are expected to integrate their design, technical, and complementary knowledge, to design for safety, and to consider relevant interdisciplinary factors such as economic, health, environmental, social, and similar concerns.|In addition, each student will complete an individual critical reflection on their course activities, team performance, and on their growth as an engineering designer across their undergraduate program. This reflection is intended to prepare the student for the next stage of their engineering career",,,
ESC490H1 - Engineering Science Independent Study,"Independent study courses are student initiated projects, open to Engineering Science students, which allow students to work one-on-one with a division faculty member. The student and supervising faculty member will develop a learning plan for the semester within the first week of term (Limited Enrollment).",,,
ESC499H1 - Thesis,"Every student in Fourth Year Engineering Science is required to conduct a thesis on an approved subject under the supervision of any faculty member at the University of Toronto. The thesis provides students with an opportunity to conduct, document, and experience engineering related research as an undergraduate student. This course is structured to provide resources to support that process, in particular the documentation of research, through a series of lectures and workshops. While the final thesis document is the main deliverable, students are also required to submit a set of interim deliverables to support ongoing documentation and reflection.",,,
ESC499Y1 - Thesis,"Every student in Fourth Year Engineering Science is required to conduct a thesis on an approved subject under the supervision of any faculty member at the University of Toronto. The thesis provides students with an opportunity to conduct, document, and experience engineering related research as an undergraduate student. This course is structured to provide resources to support that process, in particular the documentation of research, through a series of lectures and workshops. While the final thesis document is the main deliverable, students are also required to submit a set of interim deliverables to support ongoing documentation and reflection.",,,
FOR425H1 - Bioenergy and Biorefinery Technology,"Technological advances and approaches in deriving biofuels, chemical feedstocks from forest and other biomass resources. Fundamental chemical attributes of biomass, as they affect the fuel value and potential for deriving liquid, solid and gaseous fuels and valuable chemicals for other applications will be explored.",,,
MAT185H1 - Linear Algebra,"Topics include: include: linear systems, matrix algebra, Rn as a vector space, a normed space and an inner-product space, linear transformations on Rn, eigenvalues, applications to circuits, mechanics and an introduction to computer methods.",ESC103H1,,
MAT292H1 - Ordinary Differential Equations,"Existence and uniqueness of solution for first-order differential equations, general second-order linear ODEs, homogeneous equations, nonhomogeneous equations, variable coefficients, variation of parameters, Systems of ODEs, Fourier series, Laplace transform, interpretation of problems in mathematical terms, single-step numerical methods for ODEs. Introduction to Partial Differential Equations.",MAT195H1,,
MAT336H1 - Elements of Analysis,"This course provides the foundations of analysis and rigorous calculus for students who will take subsequent courses where these mathematical concepts are central of applications, but who have only taken courses with limited proofs. Topics include topology of Rn, implicit and inverse function theorems and rigorous integration theory.","MAT223H1/MATA23H3/MAT223H5/MAT240H1/MAT240H5, MAT235Y1/MAT235Y5/(MAT232H5, MAT236H5)/(MATB41H3, MATB42H3)/MAT237Y1/(MATB41H3, MATB42H3, MATB43H3)/MAT237Y5; (for FASE students, MAT185H, MAT195H/ESC195H)",,
MAT337H1 - Introduction to Real Analysis,"Construction of Real Numbers. Metric spaces; compactness and connectedness. Sequences and series of functions, power series; modes of convergence. Interchange of limiting processes; differentiation of integrals. Function spaces; Weierstrass approximation; Fourier series. Contraction mappings; existence and uniqueness of solutions of ordinary differential equations. Countability; Cantor set; Hausdorff dimension.","MAT224H1/MATB24H3/MAT224H5/MAT247H1/MAT247H5, MAT235Y1/MAT235Y5/(MAT232H5, MAT236H5)/(MATB41H3, MATB42H3)/MAT237Y1/(MATB41H3, MATB42H3, MATB43H3)/MAT237Y5, MAT246H1/MAT157Y1; NOTE: These Prerequisites will be waived for students who have MAT257Y1",,
MAT357H1 - Foundations of Real Analysis,"Function spaces; Arzela-Ascoli theorem, Weierstrass approximation theorem, Fourier series. Introduction to Banach and Hilbert spaces; contraction mapping principle, fundamental existence and uniqueness theorem for ordinary differential equations. Lebesgue integral; convergence theorems, comparison with Riemann integral, L^p spaces. Applications to probability.",MAT257Y1/(MAT327H1 and permission of instructor),,
MAT389H1 - Complex Analysis,"Course examines the following: analytic functions, Cauchy-Reimann equations, contour integration, Cauchy's theorem, Taylor and Laurent series, singularities, residue calculus, conformal mapping, harmonic functions, Dirichlet and Neumann problems and Poisson integral formulas. Course includes studies of linear differential equations in the complex plane, including Bessel and Legendre functions.","MAT195H1, MAT292H1",,
MIE201H1 - Essays in Technology and Culture,Humanities and Social Science elective|This course explores the relationship between changing technologies and cultural representations and teaches a methodology that bridges the world of the artist and the world of the engineer. It enables engineers to explore how the analysis of art has been used in the discussion of the social impacts of technological innovation and to use these methods as they develop new skills in essayistic argument and increase critical vocabulary.,,,
MIE303H1 - Mechanical and Thermal Energy Conversion Processes,"Engineering applications of thermodynamics in the analysis and design of heat engines and other thermal energy conversion processes within an environmental framework; Steam power plants, gas cycles in internal combustion engines, gas turbines and jet engines. Fossil fuel combustion, Alternative fuel combustions, fusion processes and introduction to advanced systems of fuel cells.",CHE260H1,,
MIE315H1 - Design for the Environment,"Life Cycle Assessment for the measurement of environmental impacts of existing products and processes. Design for Environment principles for the reduction of environmental impacts in new product and process designs. Functional, economic, and societal analysis taught for use in a major team-written project to compare and contrast two product or process alternatives for a client.|Instruction and assessment of communication centered around course deliverables that will form part of an ongoing design portfolio.",,,
MIE360H1 - Systems Modelling and Simulation,"Principles for developing, testing and using discrete event simulation models for system performance improvement. Simulation languages, generating random variables, verifying and validating simulation models. Statistical methods for analyzing simulation model outputs, and comparing alternative system designs. Fitting input distributions, including goodness of fit tests. Role of optimization in simulation studies.",MIE231H1/MIE236H1 or equivalent,,
MIE365H1 - Operations Research III: Advanced OR,"Design of operations research models to solve a variety of open-ended problems. Linear programming extensions are presented: goal programming, column generation, Dantzig-Wolfe decomposition, and interior point solution methods. Non-linear programming solution methods are developed: optimality conditions, quadratic programming and bi-level programming. Solutions to advanced stochastic models: stochastic programming, 2-person and n-person game theory, and Markov Decision Processes.","MIE262H1, MIE263H1",,
MIE366H1 - Electronics for Robotics,"The course provides an introduction to circuit analysis and design for mechatronics applications. The focus is on building a working knowledge of: (1) op-amp circuits, (2) step response, steady-state response, and frequency response, (3) passive and active filter design, and (4) applications of the above to mechatronics systems, including sensors and instrumentation. The course will continue with a study of the fundamental behaviour and specific applications of the major semiconductor devices, including (5) diodes and (6) field effect transistors. Additional ‘design assignments' will require students to design real-world viable circuits for mechatronics applications, and laboratory experiments will present additional applications for all circuits being studied.",,,
MIE367H1 - Cases in Operations Research,"This course focuses on the integration of the results from earlier operations research courses and an assessment of the different methods with regard to typical applications. The course is taught using the case method. Students are expected to analyze cases based on real applications on their own, in small groups and during lecture sessions, and solve them using commercial software packages.",MIE263H1,,
MIE368H1 - Analytics in Action,"This course showcases the impact of analytics focusing on real world examples and case studies. Particular focus on decision analytics, where data and models are combined to ultimately improve decision-making. Methods include: linear and logistic regression, classification and regression trees, clustering, linear and integer optimization. Application areas include: healthcare, business, sports, manufacturing, finance, transportation, public sector.","MIE237H1/ECE286H1, MIE262H1/MIE376H1, MIE263H1/STA347H1, or permission of the instructor",,
MIE375H1 - Financial Engineering,"This course provides a background in the fundamental areas in financial engineering including relevant concepts from financial economics. Major topics include interest rate theory, fixed income securities, bond portfolio construction term structure of interest rates, mean-variance optimization theory, the Capital Asset Pricing Model (CAPM), arbitrage pricing theory (APT), forwards and futures, and introduction to option pricing and structured finance.","MAT185H1, MAT195H1, ECE286H1",,
MIE376H1 - Mathematical Programming (Optimization),"This course deals with the formulation of optimization models for the design and operation of systems that produce goods and services, and the solution of such problems with mathematical programming methods, including linear programming: the simplex method, sensitivity analysis, duality, the revised simplex, column generation, Dantzig-Wolfe decomposition and linear programming with recourse; minimum cost network flows; dynamic programming; integer programming; non-linear programming models.","MAT185H1, MAT195H1",,
MIE377H1 - Financial Optimization Models,"This course deals with the formulation of optimization models for the design and selection of an optimal investment portfolio. Topics include Risk Management, Mean Variance Analysis, Models for Fixed Income, Scenario Optimization, Dynamic Portfolio Optimization with Stochastic Programming, Index Funds, Designing Financial Products, and Scenario Generation. These concepts are also applied to International Asset Allocation, Corporate Bond Portfolios and Insurance Policies with Guarantees.",MIE375H1,,
MIE407H1 - Nuclear Reactor Theory and Design,"This course covers the basic principles of the neutronic design and analysis of nuclear fission reactors with a focus on Generation IV nuclear systems. Topics include radioactivity, neutron interactions with matter, neutron diffusion and moderation, the fission chain reaction, the critical reactor equation, reactivity effects and reactor kinetics. Multigroup neutron diffusion calculations are demonstrated using fast-spectrum reactor designs.",MIE230H1 or equivalent,,
MIE408H1 - * Thermal and Machine Design of Nuclear Power Reactors,"This course covers the basic principles of the thermo-mechanical design and analysis of nuclear power reactors. Topics include reactor heat generation and removal, nuclear materials, diffusion of heat in fuel elements, thermal and mechanical stresses in fuel and reactor components, single-phase and two-phase fluid mechanics and heat transport in nuclear reactors, and core thermo-mechanical design.","MIE407H1/MIE222H1, MIE312H1, MIE313H1 or equivalents",,
MIE422H1 - Automated Manufacturing,"Introduction to Computer Integrated Manufactuing. Definitions, terminology. Organization of manufacturing systems. Introduction to NC machines. Introduction to robotics. Types of robot motion. Robot kinematics. Jacobians, singularities. Robot motion trajectories. Interpolation, spline fits. Robot joint control. Flexible manufacturing systems, justification. Robot cell design. Group technology. Design of group technology cell. Programmable logic controllers. Limited enrolment.",MIE221H1 or equivalent,,
MIE424H1 - Optimization in Machine Learning,"1. To enable deeper understanding and more flexible use of standard machine learning methods, through development of machine learning from an Optimization perspective.|2. To enable students to apply these machine learning methods to problems in finance and marketing, such as stock return forecasting, credit risk scoring, portfolio management, fraud detection and customer segmentation.","MIE365H1/MIE376H1/ECE367H1/ROB310H1, or equivalent",,
MIE429H1 - Machine Intelligence Capstone Design,"A half-year capstone design course in which students work in small teams to apply the engineering design, technical, and communication skills learned previously, while refining their skills in teamwork and project management. The course will take a ""systems approach"" to machine intelligence design, where students will identify, frame and design solutions to real-world problems in the field. Students will engage with industry partners, and work through a process that results in a functional prototype. The resulting designs are assessed on their engineering quality and design credibility. In addition, each student engages in individual critical reflection on their course activities, team performance, and on their growth as an engineering designer across their undergraduate program. Students are supported by a teaching team comprising both design and domain experts.",,,
MIE438H1 - Microprocessors and Embedded Microcontrollers,"Review (number systems, CPU architecture, instruction sets and subroutines); Interfacing Memory; Interfacing Techniques; Transistors and TTL/CMOS Logic; Mechanical Switches & LED Displays; Interfacing Analog, A/D & D/A Conversions; Stepper Motors & DC Motors; RISC Technology and Embedded Processors; DAS Systems; Embedded Microcontroller System Design; CPU-based Control.",,,
MIE439H1 - Biomechanics I,"Introduction to the application of the principles of mechanical engineering - principally solid mechanics, fluid mechanics, and dynamics - to living systems. Topics include cellular mechanics, blood rheology, circulatory mechanics, respiratory mechanics, skeletal mechanics, and locomotion. Applications of these topics to biomimetic and biomechanical design are emphasized through a major, integrative group project.",,,
MIE440H1 - * Design of Innovative Products,"Recently developed methods applied at different stages of the design process include: Identification of unmet/underserved user needs through a modified definition of lead users (those who experience needs in advance of the mainstream population) including identifying/studying lead users, identifying which lead-user needs are relevant to the general population; Roles of function and affordance in successful products; Obstacles of fixation and cognitive bias to creativity; Concept generation methods including TRIZ/TIPS (Theory of Inventive Problem Solving, use of unrelated stimuli and analogy (e.g., from biology); Configuration design methods including design for transformation, design for assembly and end-of-life, e.g., reuse, repair and recycling. Hands-on experience of these topics in lectures, tutorials, and labs support successful application of the methods for the course project, as well as future design activities.",,,
MIE442H1 - Machine Design,"Introduction to the fundamental elements of mechanical design including the selection of engineering materials, load determination and failure analysis under static, impact, vibration and cyclic loads. Surface failure and fatigue under contact loads, lubrication and wear. Consideration is given to the characteristics and selection of machine elements such as bearings, shafts, power screws and couplings.",MIE320H1,,
MIE444H1 - * Mechatronics Principles,"This course provides students with the tools to design, model, analyze and control mechatronic systems (e.g. smart systems comprising electronic, mechanical, fluid and thermal components). This is done through the synergic combination of tools from mechanical and electrical engineering, computer science and information technology to design systems with built-in intelligence. The class provides techniques for the modeling of various system components into a unified approach and tools for the simulation of the performance of these systems. The class also presents the procedures and an analysis of the various components needed to design and control a mechatronic system including sensing, actuating, and I/O interfacing components.","MIE342H1, MIE346H1",,
MIE451H1 - Decision Support Systems,"Provides students with an understanding of the role of a decision support system in an organization, its components, and the theories and techniques used to construct them. Focuses on information analysis to support organizational decision-making needs and covers topics including information retrieval, descriptive and predictive modeling using machine learning and data mining, recommendation systems, and effective visualization and communication of analytical results.","MIE253H1, MIE350H1",,
MIE457H1 - Knowledge Modelling and Management,"This course explores both the modelling of knowledge and its management within and among organizations. Knowledge modelling will focus on knowledge types and their semantic representation. It will review emerging representations for knowledge on the World Wide Web (e.g., schemas, RDF). Knowledge management will explore the acquisition, indexing, distribution and evolution of knowledge within and among organizations. Emerging Knowledge Management System software will be used in the laboratory.","MIE253H1, MIE350H1",,
MIE469H1 - Reliability and Maintainability Engineering,"An introduction to the life-cycle costing concept for equipment acquisition, operation, and replacement decision-making. Designing for reliability and determination of optimal maintenance and replacement policies for both capital equipment and components. Topics include: identification of an items failure distribution and reliability function, reliability of series, parallel, and redundant systems design configurations, time-to-repair and maintainability function, age and block replacement policies for components, the economic life model for capital equipment, provisioning of spare parts.","MIE231H1/MIE236H1 or equivalent, MIE258H1",,
"MIE479H1 - Engineering Mathematics, Statistics and Finance Capstone Design","This will be a group project oriented course that focuses on the development of tools for solving a practical financial engineering problem. In particular, a decision support system will be developed that integrates both the mathematical and statistical modeling techniques learned in the option along with relevant computing technologies. Problems that contain a real-time economic decision making component will be emphasized, but does not necessarily or explicitly involve financial markets. An important goal of the capstone is the articulation of the requirements to non-specialists as an exercise in communication with non-technical members of an organization.","ACT370H1, MIE375H1, MIE376H1, MIE377H1, STA302H1",,
MIE505H1 - Micro/Nano Robotics,"This course will cover the design, modeling, fabrication, and control of miniature robot and micro/nano-manipulation systems for graduate and upper level undergraduate students. Micro and Nano robotics is an interdisciplinary field which draws on aspects of microfabrication, robotics, medicine and materials science.|In addition to basic background material, the course includes case studies of current micro/nano-systems, challenges and future trends, and potential applications. The course will focus on a team design project involving novel theoretical and/or experimental concepts for micro/nano-robotic systems with a team of students. Throughout the course, discussions and lab tours will be organized on selected topics.",,,
MIE506H1 - * MEMS Design and Microfabrication,"This course will present the fundamental basis of microelectromechanical systems (MEMS). Topics will include: micromachining/microfabrication techniques, micro sensing and actuation principles and design, MEMS modeling and simulation, and device characterization and packaging. Students will be required to complete a MEMS design term project, including design modeling, simulation, microfabrication process design, and photolithographic mask layout.","MIE222H1, MIE342H1",,
MIE515H1 - Alternative Energy Systems,"This course covers the basic principles, current technologies and applications of selected alternative energy systems. Specific topics include solar thermal systems, solar photovoltaic systems, wind, wave, and tidal energy, energy storage, and grid connections issues. Limited enrolment.","MIE210H1,MIE312H1 and MIE313H1 (or equivalent courses).",,
MIE516H1 - Combustion and Fuels,"Introduction to combustion theory. Chemical equilibrium and the products of combustion. Combustion kinetics and types of combustion. Pollutant formation. Design of combustion systems for gaseous, liquid and solid fuels. The use of alternative fuels (hydrogen, biofuels, etc.) and their effect on combustion systems.",,,
MIE517H1 - Fuel Cell Systems,"Thermodynamics and electrochemistry of fuel cell operation and testing; understanding of polarization curves and impedance spectroscopy; common fuel cell types, materials, components, and auxiliary systems; high and low temperature fuel cells and their applications in transportation and stationary power generation, including co-generation and combined heat and power systems; engineering system requirements resulting from basic fuel cell properties and characteristics.",,,
MIE520H1 - Biotransport Phenomena,"Application of conservation relations and momentum balances, dimensional analysis and scaling, mass transfer, heat transfer, and fluid flow to biological systems, including: transport in the circulation, transport in porous media and tissues, transvascular transport, transport of gases between blood and tissues, and transport in organs and organisms.",MIE312H1 /AER210H1 /equivalent,,
MIE562H1 - Scheduling,"This course takes a practical approach to scheduling problems and solution techniques, motivating the different mathematical definitions of scheduling with real world scheduling systems and problems. Topics covered include: job shop scheduling, timetabling, project scheduling, and the variety of solution approaches including constraint programming, local search, heuristics, and dispatch rules. Also covered will be information engineering aspects of building scheduling systems for real world problems.",MIE262H1,,
MIE566H1 - Decision Making Under Uncertainty,"Methods of analysis for decision making in the face of uncertainty and opponents. Topics include subjective discrete and continuous probability, utility functions, decision trees, influence diagrams, bayesian networks, multi-attribute utility functions, static and dynamic games with complete and incomplete information, bayesian games. Supporting software.",MIE231H1/MIE236H1 or equivalent,,
